entry_bar,exit_bar,entry_time,exit_time,side,pnl
92960,93032,2024-03-21T09:05,2024-03-22T09:05,1,424.1670323240978
93111,93125,2024-03-25T09:40,2024-03-25T10:50,1,-284.2138364780403
93274,93536,2024-03-27T11:15,2024-04-02T09:05,1,2320.334942226211
93608,93692,2024-04-03T09:05,2024-04-08T10:05,1,2234.0105309345818
93694,93700,2024-04-08T10:15,2024-04-08T10:45,1,692.7351177417149
93968,94040,2024-04-12T09:05,2024-04-15T09:05,1,1016.122568377963
94135,94178,2024-04-16T11:00,2024-04-16T14:35,1,-292.0974111452233
94334,94338,2024-04-19T09:35,2024-04-19T09:55,1,260.2939885914675
94472,94485,2024-04-23T09:05,2024-04-23T10:10,-1,1176.1196431183198
94904,94905,2024-05-06T09:05,2024-05-06T09:10,-1,137.3892057920457
95246,95264,2024-05-10T13:35,2024-05-13T09:05,1,176.0903905221494
95480,95493,2024-05-16T09:05,2024-05-16T10:10,1,315.7861635219597
95624,95627,2024-05-20T09:05,2024-05-20T09:20,1,2399.068304812041
95678,95688,2024-05-20T13:35,2024-05-20T14:25,1,-25.065087026450783
96398,96415,2024-06-03T13:35,2024-06-03T15:00,-1,37.85724733068491
96564,96625,2024-06-06T09:25,2024-06-06T14:30,1,-181.36170835155644
96632,96637,2024-06-07T09:05,2024-06-07T09:30,1,-208.7275120666891
96704,96776,2024-06-11T09:05,2024-06-12T09:05,-1,245.85783238278236
97568,97640,2024-06-27T09:05,2024-06-28T09:05,-1,-190.152113499993
98072,98132,2024-07-08T09:05,2024-07-08T14:05,1,285.6267368729459
98360,98595,2024-07-12T09:05,2024-07-17T10:40,1,2270.0789820097852
99013,99017,2024-07-25T09:30,2024-07-25T09:50,-1,558.1878016674018
99036,99069,2024-07-25T11:25,2024-07-25T14:10,-1,-280.7327775340236
99080,99087,2024-07-26T09:05,2024-07-26T09:40,-1,-133.10955097264377
99466,99512,2024-08-02T11:15,2024-08-05T09:05,1,-336.4735995318915
99647,99649,2024-08-06T14:20,2024-08-06T14:30,-1,-381.6396080151899
99660,99668,2024-08-07T09:25,2024-08-07T10:05,-1,-384.46248354541603
100232,100234,2024-08-19T09:05,2024-08-19T09:15,1,109.59923943251488
100388,100466,2024-08-21T10:05,2024-08-22T10:35,1,-236.5174784261908
100736,100790,2024-08-28T09:05,2024-08-28T13:35,1,-382.98522743897047
100952,101043,2024-09-02T09:05,2024-09-03T10:40,-1,-66.47213690215722
101162,101226,2024-09-04T14:35,2024-09-05T13:55,-1,-241.1101360244793
101600,101735,2024-09-13T09:05,2024-09-18T14:20,1,898.4101213983668
101834,102019,2024-09-20T10:35,2024-09-24T14:00,1,996.5525815415895
102032,102086,2024-09-25T09:05,2024-09-25T13:35,1,229.71039929791004
102662,102680,2024-10-14T13:35,2024-10-15T09:05,1,-73.4342547901615
102752,102959,2024-10-16T09:05,2024-10-18T14:20,1,2247.4082199796103
102968,103184,2024-10-21T09:05,2024-10-24T09:05,1,633.0451952610747
103411,103610,2024-10-29T10:00,2024-10-31T14:35,1,863.3362585929572
103904,103976,2024-11-07T09:05,2024-11-08T09:05,-1,975.05192335826
104120,104336,2024-11-12T09:05,2024-11-15T09:05,-1,2269.830334942206
104400,104408,2024-11-15T14:25,2024-11-18T09:05,-1,-418.41012139827944
104696,104769,2024-11-22T09:05,2024-11-25T09:10,1,766.8611964311858
105560,105686,2024-12-10T09:05,2024-12-11T13:35,1,702.0228170249902
105704,105776,2024-12-12T09:05,2024-12-13T09:05,1,-46.009945882629836
106064,106069,2024-12-19T09:05,2024-12-19T09:30,-1,-131.64692116426886
106712,106910,2025-01-02T09:05,2025-01-06T13:35,1,600.0482667835022
107072,107218,2025-01-09T09:05,2025-01-13T09:15,1,865.4278192189813
107432,107576,2025-01-16T09:05,2025-01-20T09:05,1,69.97659792291233
107720,107783,2025-01-22T09:05,2025-01-22T14:20,1,320.49583150510443
107877,107950,2025-01-24T10:10,2025-01-27T10:15,1,-318.0005850518937
108008,108150,2025-02-05T09:05,2025-02-06T14:55,1,2909.101945297589
108224,108314,2025-02-10T09:05,2025-02-11T10:35,1,2251.752230510494
109260,109376,2025-02-28T11:25,2025-03-04T09:05,-1,11.77855784696294
109880,110006,2025-03-13T09:05,2025-03-14T13:35,1,1714.6745648675715
110099,110330,2025-03-18T09:20,2025-03-21T10:35,1,1342.6254205059377
110672,110874,2025-03-28T09:05,2025-04-01T13:55,1,3513.372824338294
110960,110978,2025-04-03T09:05,2025-04-03T10:35,1,637.7694895422319
111032,111033,2025-04-07T09:05,2025-04-07T09:10,-1,-77.17858709959546
111320,111323,2025-04-11T09:05,2025-04-11T09:20,1,1551.605967529642
111338,111375,2025-04-11T10:35,2025-04-11T13:40,1,-368.31505046071834
111398,111446,2025-04-14T09:35,2025-04-14T13:35,1,-142.23636097714189
111536,111614,2025-04-16T09:05,2025-04-17T09:35,1,3831.5971917507704
111752,111878,2025-04-21T09:05,2025-04-22T13:35,1,4857.354102676705
111882,111888,2025-04-22T13:55,2025-04-22T14:25,1,-295.6077226853522
112558,112562,2025-05-09T10:15,2025-05-09T10:35,-1,-289.0990200380038
112616,112622,2025-05-12T09:05,2025-05-12T09:35,-1,850.0263273365563
112688,112707,2025-05-13T09:05,2025-05-13T10:40,-1,1109.9063916922314
112832,112896,2025-05-15T09:05,2025-05-15T14:25,-1,2902.7248793332255
113696,113698,2025-06-03T09:05,2025-06-03T09:15,1,972.9164838379365
114272,114299,2025-06-13T09:05,2025-06-13T11:20,1,1055.3795524352172
114832,114851,2025-06-24T13:45,2025-06-25T09:20,-1,133.5863682901836
115017,115076,2025-06-27T11:10,2025-06-30T10:05,-1,883.8130759105843
116198,116360,2025-07-21T13:35,2025-07-24T09:05,1,1150.0555799327558
116504,116562,2025-07-28T09:05,2025-07-28T13:55,-1,-182.32704402523814
116576,116648,2025-07-29T09:05,2025-07-30T09:05,-1,-327.40529471985064
116720,116781,2025-07-31T09:05,2025-07-31T14:10,-1,-170.4066110867716
117152,117224,2025-08-08T09:05,2025-08-11T09:05,1,-180.49875676477677
117658,117800,2025-08-19T09:15,2025-08-21T09:05,-1,-58.95421968708979
118016,118330,2025-08-26T09:05,2025-09-01T11:15,1,2501.189118034148
118371,118386,2025-09-01T14:40,2025-09-02T09:55,1,579.2789235044329
118448,118526,2025-09-03T09:05,2025-09-04T09:35,1,870.2983764809615
118664,118797,2025-09-08T09:05,2025-09-09T14:10,1,1931.1437765102019
119096,119117,2025-09-16T09:05,2025-09-16T10:50,1,160.39637267807848
119165,119174,2025-09-16T14:50,2025-09-17T09:35,1,-585.7057188825274
119450,119546,2025-09-22T14:35,2025-09-24T10:35,1,1358.436448734923
119582,119600,2025-09-24T13:35,2025-09-25T09:05,1,-144.649700160895
119744,119745,2025-09-29T09:05,2025-09-29T09:10,1,-179.09463214859716
119798,119887,2025-09-29T13:35,2025-09-30T15:00,1,1495.1630832237424
119888,119889,2025-10-09T09:05,2025-10-09T09:10,1,3833.3523475208494
119890,119898,2025-10-09T09:15,2025-10-09T09:55,1,588.786017259059
120032,120159,2025-10-13T09:05,2025-10-14T13:40,1,5035.751060406648
120177,120180,2025-10-15T09:10,2025-10-15T09:25,1,-511.4918824045744
120246,120302,2025-10-15T14:55,2025-10-16T13:35,1,1059.2994003218482
120320,120321,2025-10-17T09:05,2025-10-17T09:10,1,3146.1064794500417
120346,120374,2025-10-17T11:15,2025-10-17T13:35,1,-569.7776802691224
120376,120386,2025-10-17T13:45,2025-10-17T14:35,1,-454.1567939154629
